206,956
701,316
118,1238
400,606
73,585
8,82
411,751
624,366
670,1002
519,1108
204,882
113,36
437,1118
80,1073
27,368
44,524
205,19
715,587
65,889
431,1083
542,1166
86,1184
637,1234
146,1064
254,1189
377,981
649,98
362,806
41,1018
446,608
210,319
103,772
144,1185
5,463
110,735
676,194
691,679
539,828
324,729
294,727
105,623
147,847
274,425
245,1124
135,624
364,1107
621,236
670,1182
190,378
491,30
380,1021
449,1134
183,1088
387,885
603,1069
78,83
391,5
528,25
94,586
14,961
265,12
550,842
144,1066
389,1162
418,508
685,1081
699,1147
408,819
397,201
374,520
235,873
31,134
32,491
332,879
172,240
398,1054
175,898
94,1018
135,91
214,886
528,1032
64,1116
264,1024
474,220
44,243
638,400
677,145
94,486
459,1015
180,843
700,52
29,217
216,485
632,627
225,294
476,415
547,188
276,792
177,875
511,408
584,1209
672,769
210,359
13,1111
220,776
507,383
146,420
308,61
337,5
22,545
372,1054
260,1017
82,621
243,1256
36,1111
169,1271
276,961
160,1238
543,1079
271,1240
534,118
70,15
393,851
63,90
606,339
270,414
706,345
378,1077
569,272
659,1272
520,1056
136,1187
633,922
455,1237
660,500
712,1106
202,727
200,431
672,1244
655,149
110,879
453,728
547,1244
702,193
491,190
171,586
100,1131
130,584
497,565
705,551
685,444
255,143
257,1132
690,548
598,1094
531,410
566,68
704,656
77,214
585,13
265,681
320,10
616,348
407,1009
167,1160
708,899
465,545
91,252
548,185
114,460
87,354
69,947
252,472
290,213
30,1119
589,1074
609,693
29,1104
82,663
20,1173
233,180
640,1270
625,1061
206,795
435,335
414,298
74,679
453,275
335,724
181,1
403,236
430,838
154,1160
597,1042
217,165
569,394
229,94
401,144
113,972
192,307
412,1166
142,124
192,504
287,428
173,492
645,163
410,697
211,425
284,1145
459,1277
547,942
496,848
535,7
95,122
2,859
566,528
678,925
402,1010
367,955
192,1181
380,1052
375,965
549,56
1,1084
414,606
91,439
671,35
605,1103
251,1068
263,713
291,168
393,1249
263,646
473,508
487,712
566,296
415,327
102,1179
14,1193
516,215
618,779
202,1140
112,1001
380,904
229,1151
67,538
17,240
471,731
523,97
158,1058
307,754
61,775
340,1209
180,592
74,1176
25,605
137,76
238,80
671,125
551,521
617,393
80,35
314,827
428,1098
508,491
231,750
527,941
607,284
333,869
209,190
227,172
185,555
558,331
19,1111
301,434
92,417
83,242
435,124
113,842
410,730
94,405
670,391
221,689
114,1203
185,772
81,348
168,12
570,1261
262,718
58,471
119,858
585,1076
694,384
605,157
161,328
24,86
402,1272
506,500
276,1009
174,840
345,42
389,179
241,264
429,1054
79,522
152,335
38,642
268,613
5,580
529,1010
523,608
88,1089
376,1047
237,1067
696,909
211,232
538,456
371,1251
298,326
215,755
304,783
491,713
264,822
522,260
39,453
350,56
55,1217
666,891
96,680
204,1078
493,413
182,853
339,836
161,1043
609,431
704,662
572,502
0,1139
328,1073
499,176
280,1096
154,1257
5,463
413,651
191,0
18,650
311,254
460,488
237,742
518,954
685,891
570,680
642,1207
662,99
223,383
76,775
183,1149
239,1158
645,84
689,832
314,795
621,914
271,2
560,858
571,308
373,614
351,845
231,592
101,1163
622,568
164,292
67,308
9,982
122,1245
175,1148
640,116
712,1129
490,1078
320,822
188,1264
164,927
389,406
397,655
371,330
713,181
673,92
576,852
350,919
429,115
582,313
639,1133
503,617
442,903
483,1011
487,123
371,263
651,620
321,1254
277,808
648,1162
31,1015
461,92
206,57
381,386
450,909
226,1095
98,1234
468,1250
503,446
315,1250
185,1085
289,300
96,22
257,229
710,769
474,805
78,18
145,1055
160,80
415,1022
345,188
453,1034
588,498
112,527
38,567
593,1042
422,918
43,935
484,686
109,1265
668,796
127,1228
528,605
614,486
457,444
114,383
54,589
102,880
429,903
674,577
90,169
707,555
69,207
70,598
218,929
382,751
658,1202
541,298
289,546
350,1089
221,92
157,246
47,736
183,534
405,960
70,968
16,990
83,1021
91,446
582,206
553,1066
397,583
618,428
256,139
46,769
125,694
214,320
48,591
717,324
700,92
508,1230
16,286
569,70
137,935
528,752
116,834
189,634
65,256
627,270
30,1271
182,1167
686,644
597,405
10,352
186,813
225,122
380,639
170,141
38,1200
546,923
510,96
530,515
357,1177
555,985
383,1177
56,775
318,1231
605,306
435,464
536,1271
380,536
527,674
248,578
640,1097
367,544
6,1151
516,164
337,12
268,569
369,373
223,77
359,862
100,278
98,1232
75,621
242,247
702,174
563,1186
2,284
224,820
19,1146
135,1054
332,40
194,606
440,470
128,830
313,21
363,646
415,907
115,535
330,173
64,682
