-9.690878976983629656e+00,2.176337854775413234e+03
-9.530174978698795485e+00,1.979795339685450699e+03
-9.516904602902558352e+00,1.963474370873542739e+03
-9.483103262529542832e+00,1.936272862504294153e+03
-9.467512704537712764e+00,1.906154748218349368e+03
-9.383562174766076680e+00,1.849724626509053905e+03
-9.378665514731698849e+00,1.842867811966192676e+03
-9.377385031647456515e+00,1.867488404196543343e+03
-9.274553464108636902e+00,1.753306523851491420e+03
-9.121113128805742321e+00,1.624374940378634847e+03
-9.045875830068688117e+00,1.544656902232698712e+03
-9.043382016971385440e+00,1.577804955976163683e+03
-9.018816557576156967e+00,1.539761597682690763e+03
-8.991384952080531789e+00,1.528518245983998668e+03
-8.986919941710683091e+00,1.508850381113870526e+03
-8.857307939819460074e+00,1.432275096653772152e+03
-8.792542501634008190e+00,1.373357627830654792e+03
-8.567924107624039110e+00,1.239696863133146735e+03
-8.205932344281450241e+00,1.027899337375735286e+03
-8.067010089974143483e+00,9.633287113411711289e+02
-7.967168428466306906e+00,8.976801948796345414e+02
-7.658249763508210961e+00,7.505968826083253589e+02
-7.312994512509900957e+00,6.129910706508907197e+02
-7.275313559619061010e+00,6.063334010974898547e+02
-7.243462410943610763e+00,5.901508998229995768e+02
-7.127757504427700397e+00,5.611861345366601199e+02
-7.084549036028082725e+00,5.417035795062586203e+02
-6.967874033834952741e+00,4.870712506802074699e+02
-6.765635430160889641e+00,4.155650687233957115e+02
-6.736382152810964641e+00,4.577456136674839513e+02
-6.726985477944933400e+00,4.286076240299213964e+02
-6.582175534351353718e+00,3.689427070863440008e+02
-6.518559038657434357e+00,4.020574077271703004e+02
-6.516098493511714551e+00,3.667996156809787180e+02
-6.388202352344820589e+00,3.127170504893546195e+02
-6.129749846674236835e+00,2.796615810486750320e+02
-6.095969493018420948e+00,2.690706059491615747e+02
-6.084574864599499477e+00,2.662202396349619562e+02
-6.057863737335980048e+00,2.296405550253661829e+02
-5.870327170181434795e+00,2.379986189297375461e+02
-5.758383372171708814e+00,2.294587165612681474e+02
-5.666633704643975200e+00,1.997604642427064618e+02
-5.417401959448373105e+00,1.433889610178990210e+02
-5.298842087887088326e+00,1.412877009681942297e+02
-5.296390047660222145e+00,1.453171173984189579e+02
-5.220272561146979129e+00,1.316384144710292503e+02
-5.105254885366958817e+00,1.222944617162981302e+02
-5.103363830858338446e+00,1.195907764330998191e+02
-4.925767347579541600e+00,9.147994276004399694e+01
-4.863245695073318942e+00,9.868537348139993526e+01
-4.717084272055296346e+00,8.104233194245433936e+01
-4.702852420856027393e+00,7.814959593495615309e+01
-4.659762076143174170e+00,6.374243879417278436e+01
-4.654136633470811191e+00,6.812599941858825048e+01
-4.611402176346935278e+00,9.337207583771844099e+01
-4.484178556610731725e+00,6.139495292321443998e+01
-4.483868920034423944e+00,6.224663330050346133e+01
-4.438289273467558971e+00,6.407143914230235282e+01
-4.272083393536916240e+00,5.714968918408087006e+01
-4.271293441752915143e+00,5.630952062805604186e+01
-4.190445046932589790e+00,3.250789497492721125e+01
-4.188318044293577458e+00,5.002337102636252553e+01
-4.121778531014945735e+00,5.365628155427359047e+01
-4.064447293342190903e+00,4.675446984186905297e+01
-3.909774726093884212e+00,2.241911899403699948e+01
-3.865466802938510860e+00,2.527790620338027949e+01
-3.808235778868023225e+00,6.327520677126281612e+01
-3.785751712751286746e+00,2.444057673848077172e+01
-3.731264931982822830e+00,2.747348067543230599e+01
-3.687149929998041031e+00,7.787485688668294159e+00
-3.677332361834921848e+00,2.907802237847867133e+01
-3.574558003679138452e+00,3.740270171005381883e+01
-3.519323523886743743e+00,-5.300263679264151762e+00
-3.295158406675899876e+00,1.515979946042287807e+00
-3.253920414793148197e+00,1.801643245571813523e+01
-3.212658872973149116e+00,1.503827454570242139e+01
-3.182735140475672075e+00,-1.251203870850489430e+01
-3.074991521437093311e+00,9.226967976268515059e+00
-3.066763192404686755e+00,4.687455414986506241e+01
-3.064982905836473037e+00,-1.395520889491394456e+01
-2.858065049671929536e+00,1.725516688647839203e+01
-2.696200312199524163e+00,-1.666955685863968029e+00
-2.660253399794947349e+00,1.161340779285079705e+01
-2.633305520834896996e+00,9.567802065835618208e+00
-2.630195190372138114e+00,6.879554649799390909e-01
-2.522118425649441775e+00,-5.937128879979828966e+00
-2.490214098004345900e+00,1.482829574250305527e+01
-2.471595109409136626e+00,6.911357364577183304e+00
-2.419735169552634346e+00,-7.909695413864939795e+00
-2.385030207297669236e+00,1.963389302799423319e+01
-2.276958230863053601e+00,8.045215175237130367e+00
-2.245835510801132529e+00,2.299459732968746728e+00
-2.014510322173784118e+00,-1.410548169237229743e+01
-1.996157854344879468e+00,-3.124518089301114188e+01
-1.866197967495985210e+00,6.498952604491514684e-01
-1.800788511198685882e+00,-3.673300151007286907e+00
-1.423835670901185679e+00,-9.688323273982071271e+00
-1.421881057911036805e+00,5.017302722499965562e-01
-1.156268080464549541e+00,-5.818298940764989879e+00
-7.492642296235363375e-01,-1.313332338518021380e+01
-7.226567976292290751e-01,-8.804699366412229722e+00
-5.524174914944026682e-01,1.059733082912927227e+00
-1.307261395900845002e-01,-1.078083915892036870e+01
-1.287672640212882413e-01,-6.508955509527691419e+00
-1.170175690559069892e-01,5.709161598609079569e+00
-1.068216048679104802e-01,-1.137181040644539465e+01
2.388671856219559686e-01,4.255648638261723349e+00
3.076422448181617142e-01,2.227988319272417694e+00
3.635269365169087052e-01,-4.903895757507282127e+01
6.327810447298976015e-01,-8.267784828724773050e+00
7.562162347731504752e-01,2.220314569021635709e+00
8.827257527635961054e-01,2.196099876647644322e+01
9.722513521439424267e-01,7.025309015780345057e+00
9.894116376380530653e-01,1.812570502022810448e+00
1.021611454500241933e+00,1.054681068041274017e+01
1.112251276122190546e+00,3.086214838736163912e+01
1.461770135658685632e+00,-1.550998595631241983e+01
1.536239982991759234e+00,8.404148493000501929e+00
1.655504471392511334e+00,-2.639699567370863420e+00
1.713885370433153810e+00,1.475132444369216955e+01
1.825630563579348831e+00,-1.402919937918323079e+01
1.908765764020571964e+00,1.230524660330087272e+01
1.929233351330818635e+00,1.707409969515353865e+01
2.360020476567969538e+00,2.832354790929213806e+01
2.389728973994724726e+00,4.116092567621879539e+01
2.424629531176984543e+00,2.643646751145131546e+01
2.581996616544039114e+00,3.517367409136021195e+01
2.652999675827508952e+00,1.038079780555337095e+02
2.757281455906658962e+00,5.128760487859517525e+01
2.762565885338048588e+00,5.682800232324417777e+01
2.882870721366700195e+00,5.293893522137005903e+01
2.969926789466001082e+00,5.505199635828110871e+01
3.260958106713371052e+00,9.236063429584612550e+01
3.494248525643921965e+00,1.099474572081467443e+02
3.546960399844930834e+00,8.519172484444169413e+01
3.595714666820402527e+00,9.480601794480907074e+01
3.689820501993557045e+00,8.411268634976539715e+01
3.766887661344075156e+00,1.582927466475018434e+02
3.829888772848477174e+00,1.249981522902770479e+02
3.867101189941415385e+00,1.388291228997408382e+02
3.913465800660924643e+00,1.307291706942951919e+02
